id,name,customUrl,total_subs,total_video,total_views,total_likes,total_comment,avg_views,avg_likes,avg_comment
UCrKS2bOUZDXA_R3qhCux7ow,Chloe Pawapua Ch.『 Re:Memories 』,@chloepawapua,185000,182,8245404,122598,25401,45304.41758241758,673.6153846153846,139.56593406593407
UCENwRMx5Yh42zWpzURebzTw,Laplus ch. ラプラス・ダークネス - holoX -,@laplusdarknesss,1460000,842,404239554,19275903,366812,480094.48218527314,22892.996437054633,435.6437054631829
UCt0clH12Xk1-Ej5PXKGfdPA,♥️♠️物述有栖♦️♣️,@mononobealice,263000,677,35482264,1367085,22982,52411.025110782866,2019.327917282127,33.94682422451994
UChAnqc_AY5_I3Px5dig3X1Q,Korone Ch. 戌神ころね,@inugamikorone,2260000,1306,467865953,20345645,256167,358243.4555895865,15578.594946401225,196.14624808575803
UCIeSUTOTkF9Hs7q3SGcO-Ow,Elira Pendora 【NIJISANJI EN】,@elirapendora,521000,959,57524730,3859191,79891,59984.0771637122,4024.182481751825,83.30656934306569
UCijNnZ-6m8g85UGaRAWuw7g,Nagisa Arcinia【NIJISANJI・にじさんじ】,@nagisaarcinia,31600,402,981067,172290,4478,2440.4651741293533,428.5820895522388,11.139303482587065
UCdfMHxjcCc2HSd9qFvfJgjg,Rio Ch. 水無世燐央 - UPROAR!! -,@minaserio,170000,964,15430731,1297073,14425,16006.982365145228,1345.5114107883817,14.96369294605809
UCYVhzyujupNgRbvVPcA3KrA,Izanami Chiara Ch.『 Re:Memories 』,@izanamichiara,19000,107,308091,33519,670,2879.355140186916,313.2616822429907,6.261682242990654
UCIfAvpeIWGHb0duCkMkmm2Q,Nimi Nightmare,@niminightmare,699000,178,30613112,2593706,78381,171983.77528089887,14571.38202247191,440.3426966292135
UCmNeOjitXbWHg_CDNGrwoHw,Raveanne【AKA Virtual】,@raveanne,21200,116,323905,38009,1319,2792.2844827586205,327.66379310344826,11.370689655172415
UC0TXe_LYZ4scaW2XMyi5_kw,AZKi Channel,@azki,1300000,1103,236826303,12827538,163062,214711.06346328196,11629.68087035358,147.83499546690842
UCO_aKKYxn4tvrqPjcTzZ6EQ,Ceres Fauna Ch. hololive-EN,@ceresfauna,1000000,736,155510555,10035602,203543,211291.51494565216,13635.328804347826,276.5529891304348
UCs9_O1tRPMQTHQ-N_L6FU2g,Lui ch. 鷹嶺ルイ - holoX -,@takanelui,1100000,1915,394543700,21645737,212553,206028.04177545692,11303.256919060052,110.99373368146215
UCqm3BQLlJfvkTsX_hvm0UmA,Watame Ch. 角巻わため,@tsunomakiwatame,1700000,2870,592509963,36139981,543156,206449.4644599303,12592.32787456446,189.25296167247387
UCjXJYPsKxoJyc-1RPB6dSyw,Uruka Ch. 藤倉ウルカ 【Phase Connect】,@fujikurauruka,173000,893,12779273,1108080,28292,14310.4960806271,1240.8510638297873,31.681970884658455
UC1DCedRgGHBdm81E1llLhOQ,Pekora Ch. 兎田ぺこら,@usadapekora,2740000,2295,1020098196,35896906,533795,444487.231372549,15641.353376906318,232.59041394335512
UCgIfLpQvelloDi8I0Ycbwpg,壱百満天原サロメ / Hyakumantenbara Salome,@hyakumantenbarasalome,1820000,1046,343704312,14215492,206381,328589.2084130019,13590.336520076482,197.30497131931168
UCIBY1ollUsauvVi4hW4cumw,Chloe ch. 沙花叉クロヱ - holoX -,@sakamatachloe,1340000,594,209507947,10996454,132250,352706.98148148146,18512.548821548822,222.64309764309763
UC6eWCld0KwmyHFbAqK3V-Rw,Koyori ch. 博衣こより - holoX -,@hakuikoyori,1340000,2810,623207385,30902133,436433,221781.987544484,10997.200355871886,155.31423487544484
UCpw2MGdcV_a-QyDzXTLitDg,Caveine,@caveine,788000,929,312953940,19885149,810013,336871.84068891284,21404.89666307858,871.91926803014
UC1suqwovbL1kzsoaZgFZLKg,Choco Ch. 癒月ちょこ,@yuzukichoco,1110000,948,90452129,6803132,42802,95413.63818565401,7176.299578059072,45.14978902953587
UCp-5t9SrOQwXMU7iIjQfARg,Mio Channel 大神ミオ,@ookamimio,1340000,1350,283057151,14454483,142384,209671.96370370372,10707.024444444445,105.46962962962964
UCjFu-9GHnabzSFRAYm1B9Dw,Etna Crimson【NIJISANJI / にじさんじ】,@etnacrimson,58700,440,1856458,263372,7266,4219.222727272727,598.5727272727273,16.513636363636362
UCZQ7nZ8Lc7pslBN0gN1Jg0w,Bao The Whale,@baovtuber,1080000,925,394682861,19850805,236971,426684.1740540541,21460.32972972973,256.1848648648649
UCtC7olOldksX4fcl_8XKUFA,Harris Caine【AKA Virtual】,@harriscaine,1290000,730,123704367,12223557,448299,169458.03698630136,16744.598630136985,614.1082191780822
UCc88OV45ICgHbn3ZqLLb52w,Fuma Ch. 夜十神封魔 - UPROAR!! -,@yatogamifuma,159000,788,15610724,1093047,18425,19810.56345177665,1387.1154822335025,23.381979695431472
UChJ5FTsHOu72_5OVx0rvsvQ,Uki Violeta 【NIJISANJI EN】,@ukivioleta,663000,901,69985950,4836977,60637,77675.8601553829,5368.453940066593,67.29966703662598
UCQ0UDLQCjY0rmuxCDE38FGg,Matsuri Channel 夏色まつり,@natsuiromatsuri,1550000,1622,245398943,14139450,179178,151294.04623921085,8717.2934648582,110.46732429099876
UCwokZsOK_uEre70XayaFnzA,鈴鹿詩子 Utako Suzuka,@suzukautako,548000,882,129694580,3594579,136768,147046.0090702948,4075.486394557823,155.06575963718822
UCANDOlYTJT7N5jlRC3zfzVA,Roberu Ch. 夕刻ロベル,@yukokuroberu,359000,2098,59570677,3543180,37188,28394.03098188751,1688.836987607245,17.725452812202096
